id,label
1090,1
1091,3
1092,5
1093,2
1094,4
1095,5
1096,1
1097,2
1098,3
1099,5
1100,3
1101,2
1102,4
1103,3
1104,3
1105,4
1106,4
1107,2
1108,4
1109,3
1110,0
1111,3
1112,4
1113,2
1114,4
1115,2
1116,1
1117,2
1118,1
1119,5
1120,1
1121,2
1122,2
1123,2
1124,0
1125,5
1126,3
1127,3
1128,1
1129,5
1130,1
1131,3
1132,5
1133,0
1134,0
1135,1
1136,5
1137,3
1138,0
1139,4
1140,3
1141,1
1142,5
1143,3
1144,1
1145,0
1146,0
1147,1
1148,4
1149,4
1150,3
1151,0
1152,2
1153,3
1154,3
1155,4
1156,5
1157,0
1158,3
1159,1
1160,4
1161,4
1162,5
1163,2
1164,4
1165,4
1166,4
1167,2
1168,4
1169,3
1170,3
1171,4
1172,5
1173,4
1174,5
1175,5
1176,3
1177,1
1178,2
1179,1
1180,3
1181,0
1182,1
1183,3
1184,2
1185,5
1186,2
1187,0
1188,5
1189,4
1190,0
1191,5
1192,2
1193,4
1194,0
1195,3
1196,2
1197,5
1198,1
1199,2
1200,0
1201,3
1202,2
1203,2
1204,0
1205,3
1206,4
1207,2
1208,3
1209,5
1210,2
1211,2
1212,3
1213,1
1214,5
1215,3
1216,4
1217,2
1218,2
1219,2
1220,5
1221,4
1222,4
1223,1
1224,4
1225,1
1226,1
1227,1
1228,5
1229,1
1230,0
1231,0
1232,2
1233,3
1234,3
1235,3
1236,1
1237,1
1238,1
1239,5
1240,3
1241,0
1242,0
1243,0
1244,2
1245,2
1246,4
1247,3
1248,4
1249,5
1250,2
1251,2
1252,4
1253,2
1254,3
1255,0
1256,5
1257,0
1258,1
1259,5
1260,3
1261,4
1262,2
1263,5
1264,3
1265,2
1266,3
1267,0
1268,4
1269,2
1270,3
1271,1
1272,2
1273,3
1274,1
1275,2
1276,2
1277,0
1278,0
1279,2
1280,4
1281,0
1282,4
1283,3
1284,3
1285,0
1286,2
1287,3
1288,1
1289,1
1290,3
1291,0
1292,5
1293,5
1294,5
1295,3
1296,0
1297,4
1298,1
1299,4
1300,1
1301,5
1302,5
1303,1
1304,4
1305,5
1306,2
1307,2
1308,4
1309,3
1310,0
1311,2
1312,0
1313,2
1314,1
1315,0
1316,5
1317,5
1318,2
1319,0
1320,4
1321,0
1322,4
1323,3
1324,5
1325,3
1326,4
1327,4
1328,2
1329,0
1330,2
1331,2
1332,1
1333,4
1334,4
1335,5
1336,2
1337,0
1338,5
1339,2
1340,0
1341,0
1342,0
1343,4
1344,1
1345,3
1346,2
1347,5
1348,1
1349,3
1350,0
1351,1
1352,3
1353,3
1354,2
1355,3
1356,0
1357,4
1358,4
1359,0
1360,3
1361,4
1362,1
1363,4
1364,4
1365,4
1366,1
1367,4
1368,5
1369,0
1370,5
1371,1
1372,5
1373,0
1374,3
1375,2
1376,3
1377,5
1378,0
1379,4
1380,1
1381,1
1382,5
1383,3
1384,5
1385,3
1386,0
1387,5
1388,5
1389,5
1390,2
1391,1
1392,2
1393,4
1394,3
1395,1
1396,5
1397,4
1398,5
1399,0
1400,5
1401,1
1402,5
1403,0
1404,4
1405,2
1406,0
1407,4
1408,4
1409,3
1410,2
1411,5
1412,3
1413,1
1414,2
1415,3
1416,5
1417,1
1418,3
1419,4
1420,2
1421,2
1422,5
1423,3
1424,1
1425,2
1426,0
1427,4
1428,3
1429,3
1430,5
1431,0
1432,0
1433,2
1434,5
1435,5
1436,1
1437,3
1438,2
1439,3
1440,1
1441,2
1442,2
1443,1
1444,0
1445,3
1446,0
1447,0
1448,4
1449,2
1450,1
1451,4
1452,1
1453,1
1454,0
1455,5
1456,3
1457,5
1458,5
1459,0
1460,5
1461,3
1462,5
1463,5
1464,5
1465,4
1466,3
1467,4
1468,0
1469,3
1470,2
1471,5
1472,5
1473,3
1474,5
1475,1
1476,2
1477,4
1478,0
1479,2
1480,5
1481,3
1482,3
1483,0
1484,1
1485,5
1486,4
1487,2
1488,3
1489,2
1490,0
1491,4
1492,3
1493,4
1494,0
1495,1
1496,1
1497,2
1498,5
1499,3
1500,1
1501,0
1502,4
1503,0
1504,1
1505,1
1506,0
1507,3
1508,2
1509,3
1510,5
1511,2
1512,4
1513,5
1514,0
1515,4
1516,3
1517,1
1518,5
1519,3
1520,5
1521,4
1522,0
1523,3
1524,1
1525,0
1526,5
1527,1
1528,2
1529,1
1530,5
1531,1
1532,0
1533,5
1534,4
1535,3
1536,0
1537,4
1538,1
1539,5
1540,5
1541,3
1542,2
1543,3
1544,4
1545,3
1546,5
1547,0
1548,4
1549,4
1550,3
1551,5
1552,2
1553,3
1554,5
1555,2
1556,2
1557,0
1558,5
1559,4
1560,5
1561,1
1562,3
1563,1
1564,2
1565,0
1566,5
1567,4
1568,3
1569,1
1570,0
1571,1
1572,5
1573,2
1574,2
1575,2
1576,3
1577,0
1578,3
1579,3
1580,2
1581,0
1582,3
1583,3
1584,4
1585,5
1586,5
1587,0
1588,2
1589,1
1590,5
1591,1
1592,4
1593,5
1594,1
1595,5
1596,3
1597,2
1598,0
1599,4
1600,0
1601,1
1602,3
1603,4
1604,1
1605,1
1606,5
1607,1
1608,1
1609,2
1610,4
1611,5
1612,0
1613,5
1614,4
1615,5
1616,4
1617,2
1618,2
1619,0
1620,5
1621,4
1622,1
1623,1
1624,5
1625,4
1626,1
1627,1
1628,5
1629,3
1630,4
1631,3
1632,4
1633,3
1634,1
1635,3
1636,0
1637,2
1638,3
1639,0
1640,1
1641,2
1642,2
1643,2
1644,4
1645,4
1646,2
1647,3
1648,2
1649,4
1650,0
1651,5
1652,3
1653,2
1654,3
1655,0
1656,1
1657,5
1658,1
1659,5
1660,1
1661,2
1662,3
1663,1
1664,4
1665,4
1666,0
1667,3
1668,4
1669,3
1670,3
1671,5
1672,5
1673,2
1674,1
1675,5
1676,2
1677,1
1678,1
1679,0
1680,0
1681,2
1682,3
1683,3
1684,0
1685,0
1686,2
1687,1
1688,0
1689,0
1690,2
1691,0
1692,5
1693,4
1694,3
1695,1
1696,5
1697,3
1698,4
1699,1
1700,3
1701,3
1702,4
1703,0
1704,1
1705,3
1706,3
1707,5
1708,3
1709,3
1710,1
1711,0
1712,4
1713,4
1714,0
1715,2
1716,4
1717,0
1718,1
1719,4
1720,0
1721,3
1722,4
1723,2
1724,1
1725,3
1726,0
1727,1
1728,5
1729,3
1730,3
1731,2
1732,1
1733,5
1734,5
1735,2
1736,1
1737,1
1738,2
1739,1
1740,3
1741,3
1742,1
1743,5
1744,2
1745,1
1746,3
1747,3
1748,5
1749,0
1750,4
1751,2
1752,1
1753,1
1754,1
1755,4
1756,2
1757,0
1758,1
1759,5
1760,4
1761,4
1762,5
1763,1
1764,1
1765,2
1766,0
1767,2
1768,4
1769,0
1770,5
1771,4
1772,5
1773,0
1774,1
1775,1
1776,3
1777,1
1778,0
1779,0
1780,0
1781,1
1782,0
1783,0
1784,4
1785,0
1786,5
1787,0
1788,0
1789,3
1790,0
1791,3
1792,3
1793,5
1794,3
1795,3
1796,4
1797,0
1798,1
1799,4
1800,0
1801,5
1802,3
1803,3
1804,0
1805,4
1806,0
1807,0
1808,1
1809,4
1810,0
1811,1
1812,2
1813,1
1814,5
1815,3
1816,2
1817,3
1818,1
1819,2
1820,0
1821,1
1822,3
1823,3
1824,4
1825,1
1826,2
1827,1
1828,0
1829,0
1830,5
1831,1
1832,1
1833,4
1834,5
1835,0
1836,5
1837,4
1838,4
1839,0
1840,2
1841,5
1842,2
1843,0
1844,3
1845,3
1846,3
1847,5
1848,5
1849,0
1850,4
1851,5
1852,5
1853,1
1854,3
1855,2
1856,2
1857,3
1858,0
1859,4
1860,0
1861,5
1862,0
1863,0
1864,1
1865,2
1866,0
1867,3
1868,0
1869,2
1870,0
1871,5
1872,3
1873,2
1874,1
1875,1
1876,2
1877,5
1878,4
1879,1
1880,4
1881,5
1882,5
1883,2
1884,4
1885,2
1886,1
1887,3
1888,5
1889,4
1890,1
1891,4
1892,1
1893,3
1894,0
1895,1
1896,4
1897,1
1898,3
1899,4
1900,0
1901,1
1902,4
1903,0
1904,4
1905,5
1906,4
1907,5
1908,1
1909,5
1910,0
1911,1
1912,1
1913,2
1914,3
1915,3
1916,2
1917,0
1918,4
1919,1
1920,0
1921,1
1922,3
1923,3
1924,0
1925,0
1926,2
1927,4
1928,3
1929,0
1930,4
1931,4
1932,4
1933,3
1934,3
1935,3
1936,2
1937,0
1938,2
1939,5
1940,2
1941,3
1942,1
1943,1
1944,1
1945,5
1946,0
1947,5
1948,3
1949,3
1950,5
1951,1
1952,0
1953,5
1954,3
1955,1
1956,1
1957,2
1958,4
1959,3
1960,4
1961,0
1962,3
1963,1
1964,0
1965,1
1966,3
1967,5
1968,0
1969,1
1970,2
1971,1
1972,1
1973,5
1974,1
1975,2
1976,0
1977,2
1978,5
1979,0
1980,2
1981,1
1982,2
1983,1
1984,5
1985,2
1986,0
1987,3
1988,0
1989,1
1990,3
1991,4
1992,3
1993,3
1994,0
1995,4
1996,0
1997,4
1998,1
1999,0
2000,2
2001,4
2002,3
2003,5
2004,3
2005,3
2006,4
2007,4
2008,5
2009,0
2010,2
2011,3
2012,5
2013,2
2014,1
2015,0
2016,3
2017,3
2018,2
2019,0
2020,4
2021,1
2022,1
2023,1
2024,5
2025,5
2026,0
2027,4
2028,3
2029,0
2030,2
2031,3
2032,1
2033,0
2034,2
2035,0
2036,1
2037,1
2038,1
2039,1
2040,5
2041,5
2042,3
2043,0
2044,0
2045,2
2046,5
2047,4
2048,1
2049,1
2050,5
2051,0
2052,3
2053,1
2054,5
2055,0
2056,5
2057,4
2058,5
2059,5
2060,0
2061,4
2062,2
2063,1
2064,5
2065,0
2066,0
2067,3
2068,5
2069,0
2070,5
2071,5
2072,5
2073,2
2074,2
2075,5
2076,5
2077,1
2078,0
2079,1
2080,5
2081,5
2082,1
2083,2
2084,1
2085,5
2086,4
2087,3
2088,4
2089,3
2090,0
2091,1
2092,5
2093,0
2094,4
2095,5
2096,2
2097,0
2098,4
2099,3
2100,1
2101,4
2102,2
2103,0
2104,3
2105,2
2106,5
2107,5
2108,1
2109,4
2110,2
2111,1
2112,2
2113,2
2114,2
2115,0
2116,5
2117,1
2118,3
2119,0
2120,4
2121,2
2122,4
2123,0
2124,2
2125,3
2126,4
2127,5
2128,2
2129,3
2130,2
2131,0
2132,0
2133,4
2134,3
2135,2
2136,1
2137,4
2138,0
2139,1
2140,2
2141,5
2142,0
2143,0
2144,1
2145,5
2146,2
2147,3
2148,4
2149,3
2150,4
2151,0
2152,1
2153,4
2154,3
2155,4
2156,5
2157,5
2158,5
2159,3
2160,5
2161,4
2162,1
2163,0
2164,0
2165,1
2166,3
2167,3
2168,0
2169,4
2170,1
2171,1
2172,1
2173,2
2174,0
2175,1
2176,4
2177,1
2178,1
2179,2
2180,3
2181,3
2182,2
2183,4
2184,0
2185,0
2186,5
2187,0
2188,5
2189,1
2190,1
2191,3
2192,3
2193,4
2194,5
2195,5
2196,5
2197,4
2198,2
2199,3
2200,5
2201,4
2202,0
2203,5
2204,3
2205,5
2206,3
2207,3
2208,2
2209,2
2210,0
2211,4
2212,4
2213,2
2214,0
2215,1
2216,2
2217,2
2218,0
2219,5
2220,3
2221,5
2222,1
2223,1
2224,4
2225,1
2226,0
2227,1
2228,1
2229,1
2230,4
2231,0
2232,0
2233,3
2234,2
2235,0
2236,3
2237,1
2238,5
2239,2
2240,5
2241,3
2242,0
2243,4
2244,2
2245,3
2246,3
2247,4
2248,1
2249,4
2250,1
2251,2
2252,5
2253,2
2254,1
2255,0
2256,3
2257,2
2258,2
2259,3
2260,4
2261,4
2262,0
2263,2
2264,3
2265,0
2266,3
2267,0
2268,5
2269,5
2270,3
2271,5
2272,2
2273,1
2274,2
2275,4
2276,1
2277,4
2278,1
2279,4
2280,3
2281,4
2282,5
2283,2
2284,0
2285,3
2286,1
2287,1
2288,3
2289,0
2290,4
2291,4
2292,5
2293,1
2294,0
2295,0
2296,0
2297,0
2298,2
2299,5
2300,0
2301,3
2302,0
2303,5
2304,4
2305,5
2306,5
2307,3
2308,5
2309,1
2310,1
2311,0
2312,2
2313,0
2314,3
2315,3
2316,3
2317,0
2318,1
2319,3
2320,5
2321,3
2322,4
2323,1
2324,4
2325,5
2326,5
2327,1
2328,3
2329,3
2330,1
2331,5
2332,5
2333,3
2334,5
2335,1
2336,0
2337,2
2338,3
2339,2
2340,0
2341,0
2342,1
2343,0
2344,2
2345,3
2346,1
2347,3
2348,0
2349,2
2350,3
2351,2
2352,5
2353,2
2354,5
2355,5
2356,0
2357,3
2358,4
2359,1
2360,2
2361,3
2362,1
2363,3
2364,0
2365,1
2366,1
2367,4
2368,0
2369,5
2370,0
2371,1
2372,1
2373,3
2374,3
2375,0
2376,4
2377,2
2378,1
2379,3
2380,0
2381,0
2382,0
2383,3
2384,0
2385,0
2386,3
2387,4
2388,3
2389,5
2390,4
2391,2
2392,4
2393,3
2394,5
2395,3
2396,3
2397,3
2398,3
2399,1
2400,3
2401,0
2402,5
2403,0
2404,3
2405,3
2406,1
2407,3
2408,1
2409,1
2410,3
2411,0
2412,4
2413,1
2414,1
2415,3
2416,0
2417,2
2418,0
2419,3
2420,1
2421,5
2422,0
2423,3
2424,1
2425,0
2426,0
2427,1
2428,4
2429,0
2430,0
2431,3
2432,1
2433,4
2434,2
2435,4
2436,0
2437,1
2438,4
2439,4
2440,4
2441,4
2442,3
2443,0
2444,0
2445,1
2446,4
2447,0
2448,1
2449,3
2450,0
2451,2
2452,3
2453,0
2454,1
2455,2
2456,2
2457,3
2458,4
2459,3
2460,1
2461,1
2462,5
2463,5
2464,1
2465,0
2466,1
2467,4
2468,1
2469,4
2470,5
2471,2
2472,5
2473,1
2474,2
2475,3
2476,4
2477,2
2478,1
2479,1
2480,1
2481,2
2482,3
2483,3
2484,0
2485,5
2486,2
2487,1
2488,1
2489,3
2490,5
2491,1
2492,1
2493,1
2494,0
2495,5
2496,4
2497,0
2498,5
2499,0
2500,5
2501,3
2502,5
2503,4
2504,0
2505,1
2506,2
2507,0
2508,1
2509,1
2510,2
2511,1
2512,0
2513,5
2514,3
2515,2
2516,3
2517,1
2518,5
2519,1
2520,0
2521,2
2522,0
2523,1
2524,2
2525,0
2526,3
2527,3
2528,0
2529,0
2530,1
2531,4
2532,3
2533,4
2534,0
2535,1
2536,1
2537,1
2538,3
2539,1
2540,3
2541,0
2542,1
2543,2
2544,5
2545,2
2546,0
2547,4
2548,4
2549,0
2550,3
2551,4
2552,0
2553,1
2554,2
2555,0
2556,0
2557,5
2558,2
2559,3
2560,4
2561,5
2562,3
2563,3
2564,5
2565,2
2566,5
2567,0
2568,5
2569,3
2570,3
2571,1
2572,3
2573,1
2574,5
2575,0
2576,3
2577,0
2578,1
2579,5
2580,3
2581,1
2582,3
2583,2
2584,4
2585,4
2586,5
2587,5
2588,1
2589,4
2590,3
2591,0
2592,2
2593,4
2594,1
2595,2
2596,0
2597,4
2598,4
2599,1
2600,5
2601,2
2602,1
2603,5
2604,1
2605,2
2606,5
2607,1
2608,4
2609,2
2610,1
2611,2
2612,4
2613,0
2614,1
2615,4
2616,3
2617,3
2618,3
2619,0
2620,3
2621,5
2622,5
2623,3
2624,2
2625,3
2626,1
2627,3
2628,2
2629,2
2630,0
2631,5
2632,1
2633,1
2634,4
2635,4
2636,4
2637,0
2638,2
2639,1
2640,3
2641,5
2642,0
2643,1
2644,2
2645,5
2646,3
2647,1
2648,5
2649,3
2650,2
2651,4
2652,4
2653,4
2654,1
2655,1
2656,2
2657,5
2658,2
2659,2
2660,3
2661,3
2662,3
2663,4
2664,3
2665,2
2666,3
2667,2
2668,4
2669,1
2670,2
2671,2
2672,2
2673,1
2674,0
2675,5
2676,3
2677,3
2678,3
2679,0
2680,0
2681,4
2682,1
2683,3
2684,2
2685,3
2686,0
2687,0
2688,4
2689,3
2690,0
2691,1
2692,1
2693,1
2694,3
2695,4
2696,2
2697,5
2698,0
2699,0
2700,3
2701,2
2702,4
2703,1
2704,5
2705,3
2706,5
2707,4
2708,4
2709,1
2710,3
2711,2
2712,0
2713,2
2714,1
2715,0
2716,4
2717,2
2718,0
2719,1
2720,1
2721,1
2722,3
2723,0
2724,5
2725,5
2726,3
2727,3
2728,5
2729,2
2730,5
2731,2
2732,1
2733,4
2734,1
2735,1
2736,0
2737,3
2738,1
2739,2
2740,0
2741,5
2742,1
2743,3
2744,1
2745,1
2746,2
2747,4
2748,2
2749,5
2750,3
2751,2
2752,3
2753,1
2754,0
2755,2
2756,0
2757,4
2758,4
2759,3
2760,1
2761,1
2762,4
2763,4
2764,5
2765,2
2766,3
2767,4
2768,1
2769,1
2770,1
2771,1
2772,0
2773,3
2774,0
2775,1
2776,1
2777,0
2778,2
2779,5
2780,3
2781,5
2782,4
2783,5
2784,0
2785,4
2786,2
2787,2
2788,2
2789,5
2790,2
2791,2
2792,1
2793,5
2794,4
2795,0
2796,2
2797,3
2798,5
2799,3
2800,5
2801,3
2802,4
2803,3
2804,3
2805,5
2806,1
2807,3
2808,4
2809,5
2810,1
2811,0
2812,0
2813,0
2814,5
2815,4
2816,0
2817,1
2818,5
2819,1
2820,1
2821,1
2822,3
2823,3
2824,3
2825,0
2826,1
2827,0
2828,4
2829,1
2830,0
2831,2
2832,4
2833,0
2834,5
2835,3
2836,2
2837,5
2838,0
2839,0
2840,4
2841,5
2842,1
2843,0
2844,0
2845,0
2846,1
2847,4
2848,0
2849,5
2850,2
2851,0
2852,2
2853,3
2854,2
2855,5
2856,4
2857,3
2858,2
2859,2
2860,2
2861,3
2862,0
2863,3
2864,5
2865,4
2866,0
2867,4
2868,4
2869,5
2870,1
2871,1
2872,3
2873,1
2874,2
2875,0
2876,2
2877,3
2878,2
2879,2
2880,3
2881,0
2882,2
2883,5
2884,0
2885,4
2886,0
2887,1
2888,1
2889,5
2890,5
2891,2
2892,1
2893,1
2894,5
2895,0
2896,0
2897,0
2898,0
2899,1
2900,2
2901,2
2902,2
2903,4
2904,4
2905,5
2906,4
2907,1
2908,1
2909,2
2910,3
2911,3
2912,1
2913,1
2914,2
2915,4
2916,3
2917,2
2918,0
2919,0
2920,1
2921,5
2922,3
2923,1
2924,5
2925,0
2926,2
2927,3
2928,0
2929,5
2930,4
2931,1
2932,2
2933,5
2934,5
2935,1
2936,5
2937,4
2938,5
2939,2
2940,1
2941,0
2942,4
2943,3
2944,2
2945,2
2946,4
2947,3
2948,2
2949,2
2950,1
2951,2
2952,1
2953,1
2954,3
2955,1
2956,1
2957,0
2958,5
2959,3
2960,4
2961,2
2962,5
2963,3
2964,3
2965,4
2966,0
2967,4
2968,5
2969,1
2970,4
2971,5
2972,2
2973,4
2974,2
2975,4
2976,4
2977,0
2978,5
2979,2
2980,1
2981,3
2982,4
2983,1
2984,0
2985,5
2986,4
2987,0
2988,2
2989,4
2990,0
2991,2
2992,5
2993,3
2994,2
2995,5
2996,2
2997,0
